region_code,region,tipo_de_indicador,periodo,total
04,"Balears, Illes",Volumen de agua no registrada,2018,26.048
04,"Balears, Illes",Volumen de agua no registrada,2016,31.305
04,"Balears, Illes",Volumen de agua no registrada,2014,25.732
04,"Balears, Illes",Volumen de agua no registrada,2013,24.309
04,"Balears, Illes",Volumen de agua no registrada,2012,24.816
04,"Balears, Illes",Volumen de agua no registrada,2011,27.064
04,"Balears, Illes",Volumen de agua no registrada,2010,24.869
04,"Balears, Illes",Volumen de agua no registrada,2009,26.252
04,"Balears, Illes",Volumen de agua no registrada,2008,24.809
04,"Balears, Illes",Volumen de agua no registrada,2007,25.910
04,"Balears, Illes",Volumen de agua no registrada,2006,..
04,"Balears, Illes",Volumen de agua no registrada,2005,..
04,"Balears, Illes",Volumen de agua no registrada,2004,..
04,"Balears, Illes",Volumen de agua no registrada,2003,..
04,"Balears, Illes",Volumen de agua no registrada,2002,..
04,"Balears, Illes",Volumen de agua no registrada,2001,..
04,"Balears, Illes",Volumen de agua no registrada,2000,..
04,"Balears, Illes",Pérdidas reales,2022,18.066
04,"Balears, Illes",Pérdidas reales,2020,20.049
04,"Balears, Illes",Pérdidas reales,2018,20.150
04,"Balears, Illes",Pérdidas reales,2016,22.852
04,"Balears, Illes",Pérdidas reales,2014,18.579
04,"Balears, Illes",Pérdidas reales,2013,17.138
04,"Balears, Illes",Pérdidas reales,2012,18.364
04,"Balears, Illes",Pérdidas reales,2011,19.051
04,"Balears, Illes",Pérdidas reales,2010,16.662
04,"Balears, Illes",Pérdidas reales,2009,17.326
04,"Balears, Illes",Pérdidas reales,2008,16.622
04,"Balears, Illes",Pérdidas reales,2007,15.428
04,"Balears, Illes",Pérdidas reales,2006,23.177
04,"Balears, Illes",Pérdidas reales,2005,23.067
04,"Balears, Illes",Pérdidas reales,2004,27.593
04,"Balears, Illes",Pérdidas reales,2003,21.957
04,"Balears, Illes",Pérdidas reales,2002,21.746
04,"Balears, Illes",Pérdidas reales,2001,21.146
04,"Balears, Illes",Pérdidas reales,2000,20.039
04,"Balears, Illes",Pérdidas aparentes,2022,6.881
04,"Balears, Illes",Pérdidas aparentes,2020,8.345
04,"Balears, Illes",Pérdidas aparentes,2018,5.898
04,"Balears, Illes",Pérdidas aparentes,2016,8.453
04,"Balears, Illes",Pérdidas aparentes,2014,7.153
04,"Balears, Illes",Pérdidas aparentes,2013,7.171
04,"Balears, Illes",Pérdidas aparentes,2012,6.452
04,"Balears, Illes",Pérdidas aparentes,2011,8.013
04,"Balears, Illes",Pérdidas aparentes,2010,8.207
04,"Balears, Illes",Pérdidas aparentes,2009,8.926
04,"Balears, Illes",Pérdidas aparentes,2008,8.187
04,"Balears, Illes",Pérdidas aparentes,2007,10.482
04,"Balears, Illes",Pérdidas aparentes,2006,..
04,"Balears, Illes",Pérdidas aparentes,2005,..
04,"Balears, Illes",Pérdidas aparentes,2004,..
04,"Balears, Illes",Pérdidas aparentes,2003,..
04,"Balears, Illes",Pérdidas aparentes,2002,..
04,"Balears, Illes",Pérdidas aparentes,2001,..
04,"Balears, Illes",Pérdidas aparentes,2000,..
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2022,189.423
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2020,211.724
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2018,212.814
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2016,226.846
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2014,203.906
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2013,220.094
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2012,226.587
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2011,218.420
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2010,202.786
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2009,212.011
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2008,243.050
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2007,237.488
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2006,188.311
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2005,232.225
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2004,219.781
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2003,190.554
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2002,185.286
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2001,171.068
05,Canarias,Volumen de agua suministrada a la red de abastecimiento público,2000,176.905
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2022,135.722
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2020,141.190
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2018,147.470
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2016,157.510
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2014,144.545
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2013,158.521
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2012,162.915
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2011,159.714
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2010,154.426
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2009,153.904
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2008,180.215
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2007,178.337
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2006,154.152
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2005,186.012
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2004,177.253
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2003,155.613
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2002,150.177
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2001,132.590
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2000,138.035
05,Canarias,Volumen de agua no registrada,2022,53.701
05,Canarias,Volumen de agua no registrada,2020,70.534
05,Canarias,Volumen de agua no registrada,2018,65.344
05,Canarias,Volumen de agua no registrada,2016,69.336
05,Canarias,Volumen de agua no registrada,2014,59.361
05,Canarias,Volumen de agua no registrada,2013,61.573
05,Canarias,Volumen de agua no registrada,2012,63.672
05,Canarias,Volumen de agua no registrada,2011,58.706
05,Canarias,Volumen de agua no registrada,2010,48.360
05,Canarias,Volumen de agua no registrada,2009,58.107
05,Canarias,Volumen de agua no registrada,2008,62.835
05,Canarias,Volumen de agua no registrada,2007,59.151
05,Canarias,Volumen de agua no registrada,2006,..
05,Canarias,Volumen de agua no registrada,2005,..
05,Canarias,Volumen de agua no registrada,2004,..
05,Canarias,Volumen de agua no registrada,2003,..
05,Canarias,Volumen de agua no registrada,2002,..
05,Canarias,Volumen de agua no registrada,2001,..
05,Canarias,Volumen de agua no registrada,2000,..
05,Canarias,Pérdidas reales,2022,41.623
05,Canarias,Pérdidas reales,2020,51.585
05,Canarias,Pérdidas reales,2018,50.896
05,Canarias,Pérdidas reales,2016,52.254
05,Canarias,Pérdidas reales,2014,41.315
05,Canarias,Pérdidas reales,2013,44.394
05,Canarias,Pérdidas reales,2012,43.934
05,Canarias,Pérdidas reales,2011,46.378
05,Canarias,Pérdidas reales,2010,43.040
05,Canarias,Pérdidas reales,2009,49.196
05,Canarias,Pérdidas reales,2008,51.525
05,Canarias,Pérdidas reales,2007,48.881
05,Canarias,Pérdidas reales,2006,34.159
05,Canarias,Pérdidas reales,2005,46.213
05,Canarias,Pérdidas reales,2004,42.528
05,Canarias,Pérdidas reales,2003,34.941
05,Canarias,Pérdidas reales,2002,35.109
05,Canarias,Pérdidas reales,2001,38.478
05,Canarias,Pérdidas reales,2000,38.870
05,Canarias,Pérdidas aparentes,2022,12.078
05,Canarias,Pérdidas aparentes,2020,18.949
05,Canarias,Pérdidas aparentes,2018,14.448
05,Canarias,Pérdidas aparentes,2016,17.082
05,Canarias,Pérdidas aparentes,2014,18.046
05,Canarias,Pérdidas aparentes,2013,17.179
05,Canarias,Pérdidas aparentes,2012,19.738
05,Canarias,Pérdidas aparentes,2011,12.328
05,Canarias,Pérdidas aparentes,2010,5.320
05,Canarias,Pérdidas aparentes,2009,8.911
05,Canarias,Pérdidas aparentes,2008,11.310
05,Canarias,Pérdidas aparentes,2007,10.270
05,Canarias,Pérdidas aparentes,2006,..
05,Canarias,Pérdidas aparentes,2005,..
05,Canarias,Pérdidas aparentes,2004,..
05,Canarias,Pérdidas aparentes,2003,..
05,Canarias,Pérdidas aparentes,2002,..
05,Canarias,Pérdidas aparentes,2001,..
05,Canarias,Pérdidas aparentes,2000,..
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2022,76.788
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2020,70.734
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2018,72.627
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2016,75.597
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2014,74.310
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2013,72.079
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2012,74.601
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2011,77.555
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2010,75.132
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2009,74.916
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2008,81.147
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2007,77.663
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2006,87.182
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2005,80.620
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2004,77.383
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2003,77.712
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2002,81.280
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2001,82.135
06,Cantabria,Volumen de agua suministrada a la red de abastecimiento público,2000,79.578
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2022,51.850
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2020,49.457
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2018,46.548
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2016,45.482
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2014,48.087
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2013,47.767
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2012,50.748
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2011,50.029
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2010,51.180
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2009,53.233
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2008,59.603
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2007,56.060
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2006,65.550
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2005,64.232
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2004,61.406
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2003,68.854
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2002,65.713
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2001,65.920
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2000,64.026
06,Cantabria,Volumen de agua no registrada,2022,24.937
06,Cantabria,Volumen de agua no registrada,2020,21.277
06,Cantabria,Volumen de agua no registrada,2018,26.079
06,Cantabria,Volumen de agua no registrada,2016,30.115
06,Cantabria,Volumen de agua no registrada,2014,26.223
06,Cantabria,Volumen de agua no registrada,2013,24.312
06,Cantabria,Volumen de agua no registrada,2012,23.853
06,Cantabria,Volumen de agua no registrada,2011,27.526
06,Cantabria,Volumen de agua no registrada,2010,23.952
06,Cantabria,Volumen de agua no registrada,2009,21.683
06,Cantabria,Volumen de agua no registrada,2008,21.544
06,Cantabria,Volumen de agua no registrada,2007,21.603
06,Cantabria,Volumen de agua no registrada,2006,..
06,Cantabria,Volumen de agua no registrada,2005,..
06,Cantabria,Volumen de agua no registrada,2004,..
06,Cantabria,Volumen de agua no registrada,2003,..
06,Cantabria,Volumen de agua no registrada,2002,..
06,Cantabria,Volumen de agua no registrada,2001,..
06,Cantabria,Volumen de agua no registrada,2000,..
06,Cantabria,Pérdidas reales,2022,18.377
06,Cantabria,Pérdidas reales,2020,14.449
06,Cantabria,Pérdidas reales,2018,18.156
06,Cantabria,Pérdidas reales,2016,23.068
06,Cantabria,Pérdidas reales,2014,18.645
06,Cantabria,Pérdidas reales,2013,18.745
06,Cantabria,Pérdidas reales,2012,18.605
06,Cantabria,Pérdidas reales,2011,21.746
06,Cantabria,Pérdidas reales,2010,19.880
06,Cantabria,Pérdidas reales,2009,15.059
06,Cantabria,Pérdidas reales,2008,14.004
06,Cantabria,Pérdidas reales,2007,13.827
06,Cantabria,Pérdidas reales,2006,21.632
06,Cantabria,Pérdidas reales,2005,16.388
06,Cantabria,Pérdidas reales,2004,15.977
06,Cantabria,Pérdidas reales,2003,8.858
06,Cantabria,Pérdidas reales,2002,15.567
06,Cantabria,Pérdidas reales,2001,16.215
06,Cantabria,Pérdidas reales,2000,15.552
06,Cantabria,Pérdidas aparentes,2022,6.560
06,Cantabria,Pérdidas aparentes,2020,6.828
06,Cantabria,Pérdidas aparentes,2018,7.923
06,Cantabria,Pérdidas aparentes,2016,7.047
06,Cantabria,Pérdidas aparentes,2014,7.578
06,Cantabria,Pérdidas aparentes,2013,5.567
06,Cantabria,Pérdidas aparentes,2012,5.248
06,Cantabria,Pérdidas aparentes,2011,5.780
06,Cantabria,Pérdidas aparentes,2010,4.072
06,Cantabria,Pérdidas aparentes,2009,6.624
06,Cantabria,Pérdidas aparentes,2008,7.540
06,Cantabria,Pérdidas aparentes,2007,7.776
06,Cantabria,Pérdidas aparentes,2006,..
06,Cantabria,Pérdidas aparentes,2005,..
06,Cantabria,Pérdidas aparentes,2004,..
06,Cantabria,Pérdidas aparentes,2003,..
06,Cantabria,Pérdidas aparentes,2002,..
06,Cantabria,Pérdidas aparentes,2001,..
06,Cantabria,Pérdidas aparentes,2000,..
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2022,257.676
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2020,249.301
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2018,246.976
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2016,267.380
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2014,298.613
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2013,290.043
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2012,296.003
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2011,310.311
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2010,320.536
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2009,291.917
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2008,292.443
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2007,290.794
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2006,278.719
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2005,296.803
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2004,320.497
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2003,337.720
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2002,323.775
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2001,322.689
07,Castilla y León,Volumen de agua suministrada a la red de abastecimiento público,2000,340.193
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2022,190.503
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2020,187.076
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2018,185.204
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2016,192.215
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2014,228.279
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2013,213.035
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2012,212.398
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2011,227.831
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2010,221.573
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2009,200.351
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2008,207.324
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2007,198.864
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2006,230.402
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2005,239.186
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2004,254.701
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2003,286.555
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2002,260.522
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2001,247.080
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2000,264.330
07,Castilla y León,Volumen de agua no registrada,2022,67.172
07,Castilla y León,Volumen de agua no registrada,2020,62.225
07,Castilla y León,Volumen de agua no registrada,2018,61.772
07,Castilla y León,Volumen de agua no registrada,2016,75.165
07,Castilla y León,Volumen de agua no registrada,2014,70.334
07,Castilla y León,Volumen de agua no registrada,2013,77.008
07,Castilla y León,Volumen de agua no registrada,2012,83.605
07,Castilla y León,Volumen de agua no registrada,2011,82.480
07,Castilla y León,Volumen de agua no registrada,2010,98.963
07,Castilla y León,Volumen de agua no registrada,2009,91.566
07,Castilla y León,Volumen de agua no registrada,2008,85.119
07,Castilla y León,Volumen de agua no registrada,2007,91.930
07,Castilla y León,Volumen de agua no registrada,2006,..
07,Castilla y León,Volumen de agua no registrada,2005,..
07,Castilla y León,Volumen de agua no registrada,2004,..
07,Castilla y León,Volumen de agua no registrada,2003,..
07,Castilla y León,Volumen de agua no registrada,2002,..
07,Castilla y León,Volumen de agua no registrada,2001,..
07,Castilla y León,Volumen de agua no registrada,2000,..
07,Castilla y León,Pérdidas reales,2022,43.641
07,Castilla y León,Pérdidas reales,2020,37.464
07,Castilla y León,Pérdidas reales,2018,41.263
07,Castilla y León,Pérdidas reales,2016,42.618
07,Castilla y León,Pérdidas reales,2014,49.374
07,Castilla y León,Pérdidas reales,2013,58.338
07,Castilla y León,Pérdidas reales,2012,50.999
07,Castilla y León,Pérdidas reales,2011,63.510
07,Castilla y León,Pérdidas reales,2010,65.316
07,Castilla y León,Pérdidas reales,2009,62.265
07,Castilla y León,Pérdidas reales,2008,57.030
07,Castilla y León,Pérdidas reales,2007,51.021
07,Castilla y León,Pérdidas reales,2006,48.317
07,Castilla y León,Pérdidas reales,2005,57.617
07,Castilla y León,Pérdidas reales,2004,65.796
07,Castilla y León,Pérdidas reales,2003,51.165
07,Castilla y León,Pérdidas reales,2002,63.253
07,Castilla y León,Pérdidas reales,2001,75.609
07,Castilla y León,Pérdidas reales,2000,75.863
07,Castilla y León,Pérdidas aparentes,2022,23.531
07,Castilla y León,Pérdidas aparentes,2020,24.761
07,Castilla y León,Pérdidas aparentes,2018,20.509
07,Castilla y León,Pérdidas aparentes,2016,32.547
07,Castilla y León,Pérdidas aparentes,2014,20.960
07,Castilla y León,Pérdidas aparentes,2013,18.670
07,Castilla y León,Pérdidas aparentes,2012,32.606
07,Castilla y León,Pérdidas aparentes,2011,18.970
07,Castilla y León,Pérdidas aparentes,2010,33.647
07,Castilla y León,Pérdidas aparentes,2009,29.301
07,Castilla y León,Pérdidas aparentes,2008,28.089
07,Castilla y León,Pérdidas aparentes,2007,40.909
07,Castilla y León,Pérdidas aparentes,2006,..
07,Castilla y León,Pérdidas aparentes,2005,..
07,Castilla y León,Pérdidas aparentes,2004,..
07,Castilla y León,Pérdidas aparentes,2003,..
07,Castilla y León,Pérdidas aparentes,2002,..
07,Castilla y León,Pérdidas aparentes,2001,..
07,Castilla y León,Pérdidas aparentes,2000,..
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2022,214.865
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2020,209.258
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2018,203.968
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2016,201.973
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2014,200.063
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2013,213.752
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2012,203.867
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2011,212.842
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2010,205.723
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2009,209.883
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2008,214.187
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2007,220.255
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2006,207.653
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2005,211.013
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2004,206.968
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2003,218.511
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2002,194.652
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2001,208.574
08,Castilla - La Mancha,Volumen de agua suministrada a la red de abastecimiento público,2000,206.325
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2022,133.245
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2020,143.427
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2018,143.020
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2016,149.899
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2014,147.301
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2013,160.503
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2012,150.879
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2011,156.224
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2010,142.725
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2009,149.213
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2008,158.675
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2007,163.626
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2006,168.806
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2005,173.256
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2004,168.897
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2003,175.685
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2002,159.438
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2001,172.358
08,Castilla - La Mancha,Volumen total de agua registrada y distribuida por tipo de usuario,2000,172.367
08,Castilla - La Mancha,Volumen de agua no registrada,2022,81.620
08,Castilla - La Mancha,Volumen de agua no registrada,2020,65.831
08,Castilla - La Mancha,Volumen de agua no registrada,2018,60.948
08,Castilla - La Mancha,Volumen de agua no registrada,2016,52.074
08,Castilla - La Mancha,Volumen de agua no registrada,2014,52.762
08,Castilla - La Mancha,Volumen de agua no registrada,2013,53.249
08,Castilla - La Mancha,Volumen de agua no registrada,2012,52.988
08,Castilla - La Mancha,Volumen de agua no registrada,2011,56.618
08,Castilla - La Mancha,Volumen de agua no registrada,2010,62.998
08,Castilla - La Mancha,Volumen de agua no registrada,2009,60.670
08,Castilla - La Mancha,Volumen de agua no registrada,2008,55.512
08,Castilla - La Mancha,Volumen de agua no registrada,2007,56.629
08,Castilla - La Mancha,Volumen de agua no registrada,2006,..
08,Castilla - La Mancha,Volumen de agua no registrada,2005,..
08,Castilla - La Mancha,Volumen de agua no registrada,2004,..
08,Castilla - La Mancha,Volumen de agua no registrada,2003,..
08,Castilla - La Mancha,Volumen de agua no registrada,2002,..
08,Castilla - La Mancha,Volumen de agua no registrada,2001,..
08,Castilla - La Mancha,Volumen de agua no registrada,2000,..
08,Castilla - La Mancha,Pérdidas reales,2022,50.386
08,Castilla - La Mancha,Pérdidas reales,2020,44.852
08,Castilla - La Mancha,Pérdidas reales,2018,41.749
08,Castilla - La Mancha,Pérdidas reales,2016,34.403
08,Castilla - La Mancha,Pérdidas reales,2014,38.041
08,Castilla - La Mancha,Pérdidas reales,2013,35.642
08,Castilla - La Mancha,Pérdidas reales,2012,41.331
08,Castilla - La Mancha,Pérdidas reales,2011,50.390
08,Castilla - La Mancha,Pérdidas reales,2010,51.028
08,Castilla - La Mancha,Pérdidas reales,2009,50.356
08,Castilla - La Mancha,Pérdidas reales,2008,41.634
08,Castilla - La Mancha,Pérdidas reales,2007,32.670
08,Castilla - La Mancha,Pérdidas reales,2006,38.847
08,Castilla - La Mancha,Pérdidas reales,2005,37.757
08,Castilla - La Mancha,Pérdidas reales,2004,38.071
08,Castilla - La Mancha,Pérdidas reales,2003,42.826
08,Castilla - La Mancha,Pérdidas reales,2002,35.214
08,Castilla - La Mancha,Pérdidas reales,2001,36.216
08,Castilla - La Mancha,Pérdidas reales,2000,33.958
08,Castilla - La Mancha,Pérdidas aparentes,2022,31.233
08,Castilla - La Mancha,Pérdidas aparentes,2020,20.979
08,Castilla - La Mancha,Pérdidas aparentes,2018,19.199
08,Castilla - La Mancha,Pérdidas aparentes,2016,17.671
08,Castilla - La Mancha,Pérdidas aparentes,2014,14.721
08,Castilla - La Mancha,Pérdidas aparentes,2013,17.607
08,Castilla - La Mancha,Pérdidas aparentes,2012,11.657
08,Castilla - La Mancha,Pérdidas aparentes,2011,6.228
08,Castilla - La Mancha,Pérdidas aparentes,2010,11.970
08,Castilla - La Mancha,Pérdidas aparentes,2009,10.314
08,Castilla - La Mancha,Pérdidas aparentes,2008,13.878
08,Castilla - La Mancha,Pérdidas aparentes,2007,23.959
08,Castilla - La Mancha,Pérdidas aparentes,2006,..
08,Castilla - La Mancha,Pérdidas aparentes,2005,..
08,Castilla - La Mancha,Pérdidas aparentes,2004,..
08,Castilla - La Mancha,Pérdidas aparentes,2003,..
08,Castilla - La Mancha,Pérdidas aparentes,2002,..
08,Castilla - La Mancha,Pérdidas aparentes,2001,..
08,Castilla - La Mancha,Pérdidas aparentes,2000,..
09,Cataluña,Volumen de agua suministrada a la red de abastecimiento público,2022,572.779
09,Cataluña,Volumen de agua suministrada a la red de abastecimiento público,2020,598.753
09,Cataluña,Volumen de agua suministrada a la red de abastecimiento público,2018,602.061
09,Cataluña,Volumen de agua suministrada a la red de abastecimiento público,2016,617.843
09,Cataluña,Volumen de agua suministrada a la red de abastecimiento público,2014,592.090
09,Cataluña,Volumen de agua suministrada a la red de abastecimiento público,2013,616.236
09,Cataluña,Volumen de agua suministrada a la red de abastecimiento público,2012,648.762
